company_name,official_url,recruit_page,medical_keywords,medical_keyword_count,medical_domains,medical_domain_scores,total_medical_score
ベストケア福祉システム,https://www.bestcare-fukushi-system.jp/,,,1,,{},18
ベストケア福祉プロジェクト,https://www.bestcare-fukushi-project.jp/,,,1,,{},18
ベストケア福祉リンク,https://www.bestcare-fukushi-link.jp/,,,1,,{},18
ベストケア福祉ライフ,https://www.bestcare-fukushi-life.jp/,,,1,,{},18
ベストケア福祉ステーション,https://www.bestcare-fukushi-station.jp/,,,1,,{},18
ベストケア福祉センター東日本,https://www.bestcare-fukushi-center-e.jp/,,,1,,{},18
ベストケア福祉センター西日本,https://www.bestcare-fukushi-center-w.jp/,,,1,,{},18
ベストケア福祉ホーム,https://www.bestcare-fukushi-home.jp/,,,1,,{},18
ベストケア福祉ハウス,https://www.bestcare-fukushi-house.jp/,,,1,,{},18
ベストケア福祉ライフサポート,https://www.bestcare-fukushi-lifesupport.jp/,,,1,,{},18
ベストケア福祉研究センター,https://www.bestcare-fukushi-labcenter.jp/,,,1,,{},18
ベストケア福祉デザイン,https://www.bestcare-fukushi-design.jp/,,,1,,{},18
ベストケア福祉アプリ,https://www.bestcare-fukushi-app.jp/,,,1,,{},18
ベストケア福祉クラウド,https://www.bestcare-fukushi-cloud.jp/,,,1,,{},18
ベストケア福祉DX,https://www.bestcare-fukushi-dx.jp/,,,1,,{},18
ベストケア福祉AI,https://www.bestcare-fukushi-ai.jp/,,,1,,{},18
ベストケア福祉データ,https://www.bestcare-fukushi-data.jp/,,,1,,{},18
ベストケア福祉プラットフォーム東日本,https://www.bestcare-fukushi-pf-e.jp/,,,1,,{},18
ベストケア福祉プラットフォーム西日本,https://www.bestcare-fukushi-pf-w.jp/,,,1,,{},18
ベストケア福祉ソフトウェア,https://www.bestcare-fukushi-soft.jp/,,,1,,{},18
ベストケア福祉サービスセンター,https://www.bestcare-fukushi-servicecenter.jp/,,,1,,{},18
ベストケア福祉DXセンター,https://www.bestcare-fukushi-dxcenter.jp/,,,1,,{},18
ベストケア福祉AIセンター,https://www.bestcare-fukushi-aicenter.jp/,,,1,,{},18
ベストケア福祉データセンター,https://www.bestcare-fukushi-datacenter.jp/,,,1,,{},18
ベストケア福祉クラウドセンター,https://www.bestcare-fukushi-cloudcenter.jp/,,,1,,{},18
ベストケア福祉AIソリューション,https://www.bestcare-fukushi-ai-solution.jp/,,,1,,{},18
ベストケア福祉DXソリューション,https://www.bestcare-fukushi-dx-solution.jp/,,,1,,{},18
ベストケア福祉AIプラットフォーム,https://www.bestcare-fukushi-ai-pf.jp/,,,1,,{},18
ベストケア福祉DXプラットフォーム,https://www.bestcare-fukushi-dx-pf.jp/,,,1,,{},18
IQVIA,https://www.iqvia.com/locations/japan,javascript:;,,0,,{},12
シミック,https://www.cmicgroup.com/,,,0,,{},12
EPSホールディングス,https://www.eps-holdings.co.jp/,https://www.eps-holdings.co.jp/recruit/,,0,,{},12
パレクセル,https://www.parexel.com/japan,https://jobs.parexel.co.jp/,"医療,患者,臨床,ヘルスケア",4,,{},63
メディサイエンスプラニング,https://www.msp-cro.co.jp/,,,0,,{},12
ノバルティスファーマ,https://www.novartis.co.jp/,https://www.novartis.co.jp/jp-ja/careers,"医療,患者,臨床,ヘルスケア",4,,{},63
ファイザー,https://www.pfizer.co.jp/,,,0,,{},12
アステラス製薬,https://www.astellas.com/jp/,,,0,,{},12
第一三共,https://www.daiichisankyo.co.jp/,https://www.daiichisankyo.co.jp/recruit/,介護,1,介護・福祉,{'介護・福祉': 1},30
武田薬品工業,https://www.takeda.com/jp/,https://www.takeda.com/jp/careers,"医療,患者,臨床",3,,{},36
中外製薬,https://www.chugai-pharm.co.jp/,https://www.chugai-pharm.co.jp/#header-mega-menu--recruit,"医療,患者,臨床,ヘルスケア",4,,{},63
大塚製薬,https://www.otsuka.co.jp/,https://www.otsuka.co.jp/recruit/,"医療,臨床",2,,{},30
田辺三菱製薬,https://www.mt-pharma.co.jp/,https://www.tanabe-pharma.com/recruit/,,0,,{},12
協和キリン,https://www.kyowakirin.com/jp/,,,0,,{},12
エーザイ,https://www.eisai.co.jp/,,,0,,{},12
サノフィ,https://www.sanofi.co.jp/,,,0,,{},12
MSD,https://www.msd.co.jp/,,"医療,患者,ヘルスケア",3,,{},36
アッヴィ,https://www.abbvie.co.jp/,,,0,,{},12
ブリストル・マイヤーズ スクイブ,https://www.bms.com/jp,https://careers.bms.com/jp,,0,,{},12
ジョンソン・エンド・ジョンソン ファーマ,https://www.jnj.co.jp/,https://www.careers.jnj.com/locations/asia-pacific/japan#earlycareer,,0,,{},12
グラクソ・スミスクライン,https://jp.gsk.com/,,,0,,{},12
バイエル薬品,https://www.bayer.jp/,,,0,,{},12
アムジェン,https://www.amgen.co.jp/,https://www.amgen.co.jp/careers,"医療,患者,臨床",3,,{},36
ギリアド・サイエンシズ,https://www.gilead.co.jp/,https://www.gilead.co.jp/ja-jp/careers,,0,,{},12
バイオジェン,https://www.biogen.co.jp/,https://www.biogen.co.jp/careers.html,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
CSLベーリング,https://www.cslbehring.co.jp/,https://www.cslbehring.co.jp/careers,"医療,患者",2,,{},30
アルナイラム,https://www.alnylam.jp/,,"医療,患者,臨床",3,,{},36
アレクシオン,https://alexion.co.jp/,https://alexion.co.jp/careers,"医療,患者,看護,診断",4,,{},63
ノボノルディスクファーマ,https://www.novonordisk.co.jp/,javascript:void(0),,0,,{},12
日本イーライリリー,https://www.lilly.co.jp/,,,0,,{},12
日本ベーリンガーインゲルハイム,https://www.boehringer-ingelheim.jp/,,,0,,{},12
日本新薬,https://www.nippon-shinyaku.co.jp/,https://www.nippon-shinyaku.co.jp/recruit/,,0,,{},12
科研製薬,https://www.kaken.co.jp/,https://www.kaken.co.jp/recruit/,,0,,{},12
久光製薬,https://www.hisamitsu.co.jp/,https://www.hisamitsu.co.jp/recruit/,,0,,{},12
大正製薬,https://www.taisho.co.jp/,https://www.taisho.co.jp/recruit/,医療,1,,{},24
塩野義製薬,https://www.shionogi.com/jp/,https://www.shionogi.com/jp/ja/recruit,"医療,患者,臨床,ヘルスケア",4,,{},63
ゼリア新薬,https://www.zeria.co.jp/,,,0,,{},12
扶桑薬品工業,https://www.fuso-pharm.co.jp/,https://www.fuso-pharm.co.jp/recruit/,"医療,患者,臨床,看護,介護,診断",6,介護・福祉,{'介護・福祉': 1},90
持田製薬,https://www.mochida.co.jp/,,,0,,{},12
キョーリン製薬,https://www.kyorin-pharm.co.jp/,,,0,,{},12
鳥居薬品,https://www.torii.co.jp/,https://www.torii.co.jp/recruit/,,0,,{},12
あすか製薬,https://www.aska-pharma.co.jp/,https://www.aska-pharma.co.jp/aska_recruit/,"医療,臨床",2,,{},30
日本化薬,https://www.nipponkayaku.co.jp/,,,0,,{},12
日本たばこ産業（医薬）,https://www.jti.co.jp/,,,0,,{},12
日本臓器製薬,https://www.nippon-zoki.co.jp/,,,0,,{},12
日本ケミファ,https://www.nippon-chemiphar.co.jp/,,,0,,{},12
日本調剤,https://www.nicho.co.jp/,https://www.nicho.co.jp/corporate/recruitment/,医療,1,,{},24
アルフレッサ,https://www.alfresa.co.jp/,https://www.alfresa.co.jp/recruit/,"医療,医療機器",2,医療機器メーカー,{'医療機器メーカー': 1},36
スズケン,https://www.suzuken.co.jp/,https://www.suzuken.co.jp/recruit/,"医療,介護,ヘルスケア,医療機器,診断",5,"医療機器メーカー,介護・福祉","{'医療機器メーカー': 1, '介護・福祉': 1}",90
メディセオ,https://www.mediceo.co.jp/,https://www.mediceo.co.jp/recruit,"医療,臨床,医療機器,検査",4,医療機器メーカー,{'医療機器メーカー': 1},72
東邦薬品,https://www.tohoyk.co.jp/,https://www.tohoyk.co.jp/support-system/saiyou_kyouyuu/,"医療,医療機器,検査",3,医療機器メーカー,{'医療機器メーカー': 1},42
クオール,https://www.qol-net.co.jp/,https://www.qol-net.co.jp/recruit/,医療,1,,{},24
アイセイ薬局,https://www.isei-pharmacy.co.jp/,,,0,,{},12
ココカラファイン,https://www.cocokarafine.co.jp/,,,0,,{},12
ウエルシア薬局,https://www.welcia-yakkyoku.co.jp/,,,0,,{},12
マツモトキヨシ,https://www.matsukiyo.co.jp/,,,0,,{},12
スギ薬局,https://www.sugi-net.jp/,,,0,,{},12
ツルハドラッグ,https://www.tsuruha.co.jp/,https://tsuruha-recruit.jp/,患者,1,,{},24
サンドラッグ,https://www.sundrug.co.jp/,https://www.sundrug.co.jp/recruit/group,,0,,{},12
コスモス薬品,https://www.cosmospc.co.jp/,,,0,,{},12
カワチ薬品,https://www.kawachiyaku.co.jp/,,,0,,{},12
クリエイトSD,https://www.create-sd.co.jp/,http://createsd-recruit.jp/,"医療,患者,ヘルスケア",3,,{},36
セイムス,https://www.fujiyakuhin.co.jp/,https://www.fujiyakuhin.co.jp/recruit/,,0,,{},12
富士薬品,https://www.fujiyakuhin.co.jp/,https://www.fujiyakuhin.co.jp/recruit/,,0,,{},12
日本調剤ホールディングス,https://www.nicho.co.jp/,https://www.nicho.co.jp/corporate/recruitment/,医療,1,,{},24
ニプロファーマ,https://www.nipro-pharma.co.jp/,,,0,,{},12
大鵬薬品工業,https://www.taiho.co.jp/,https://www.taiho.co.jp/recruit/,"医療,患者,ヘルスケア",3,,{},36
エーザイ・ジャパン,https://www.eisai.co.jp/,,,0,,{},12
日本メジフィジックス,https://www.nmp.co.jp/,,,0,,{},12
日本血液製剤機構,https://www.jbpo.or.jp/,https://www.jbpo.or.jp/recruit/,,0,,{},12
日本ワクチン,https://www.nippon-vaccine.jp/,,,0,,{},12
KMバイオロジクス,https://www.kmbiologics.com/,,,0,,{},12
生化学工業,https://www.seikagaku.co.jp/,https://www.seikagaku.co.jp/ja/recruit.html,"医療,患者,臨床,医療機器",4,医療機器メーカー,{'医療機器メーカー': 1},72
日本製薬,https://www.nippon-seiyaku.co.jp/,,,0,,{},12
日本臨床検査薬協会,https://www.jacli.or.jp/,,,0,,{},12
シスメックス（検査薬部門）,https://www.sysmex.co.jp/,,,0,,{},12
ロート製薬,https://www.rohto.co.jp/,https://www.rohto.co.jp/recruit/,医療,1,,{},24
ライオン（ヘルスケア）,https://www.lion.co.jp/,https://www.lion.co.jp/ja/recruit/,,1,,{},18
花王（ヘルスケア）,https://www.kao.com/jp/,,,1,,{},18
大幸薬品,https://www.seirogan.co.jp/,https://q-mate.jp/seirogan/index.html,医療,1,,{},24
小林製薬,https://www.kobayashi.co.jp/,,,0,,{},12
ピジョン,https://www.pigeon.co.jp/,https://www.pigeon.co.jp/recruit/,医療,1,,{},24
ユニ・チャーム,https://www.unicharm.co.jp/,,,0,,{},12
白十字,https://www.hakujuji.co.jp/,,,0,,{},12
オカモト（医療用品）,https://www.okamoto-inc.jp/,https://www.okamoto-inc.jp/recruit/,,1,,{},18
ニチバン（医療用品）,https://www.nichiban.co.jp/,,,1,,{},18
日本衛材,https://www.eisai.co.jp/,,,0,,{},12
川本産業,https://www.kawamoto-sangyo.co.jp/,https://www.kawamoto-sangyo.co.jp/recruit/,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
阿蘇製薬,https://www.aso-pharma.co.jp/,,,0,,{},12
大木製薬,https://www.okiseiyaku.co.jp/,,,0,,{},12
龍角散,https://www.ryukakusan.co.jp/,https://www.ryukakusan.co.jp/recruit/,"介護,検査",2,介護・福祉,{'介護・福祉': 1},36
救心製薬,https://www.kyushin.co.jp/,,,0,,{},12
FiNC,https://company.finc.com/,,,0,,{},12
Health2Sync,https://www.health2sync.com/ja/,https://health2sync.com/ja/career/,"医療,患者,臨床",3,,{},36
カロミル,https://calomeal.com/,https://open.talentio.com/r/1/c/lifelogtechnology/homes/3863,,0,,{},12
HACARUS,https://hacarus.com/ja/,,,0,,{},12
エクサウィザーズ,https://exawizards.com/,https://recruit.exawizards.com,,0,,{},12
Aillis,https://aillis.jp/,,,0,,{},12
CureApp,https://cureapp.co.jp/,,,0,,{},12
Welby,https://welby.jp/,,,0,,{},12
ヘルスケアテクノロジーズ,https://healthcare-tech.co.jp/,,,1,,{},18
ヘルスケアシステムズ,https://www.healthcare-systems.co.jp/,https://www.healthcare-systems.co.jp/recruit/,"医療,介護,ヘルスケア",3,介護・福祉,{'介護・福祉': 1},42
ヘルスケアマーケットジャパン,https://www.healthcare-market.jp/,,,1,,{},18
ヘルスケアソリューションズ,https://www.healthcare-solutions.co.jp/,,,1,,{},18
ヘルスケアクラウド,https://www.healthcare-cloud.co.jp/,,,1,,{},18
ヘルスケアデータラボ,https://www.healthcare-datalab.co.jp/,,,1,,{},18
ヘルスケアAI研究所,https://www.healthcare-ai.jp/,,,1,,{},18
ヘルスケアDX研究所,https://www.healthcare-dx.jp/,,,1,,{},18
ヘルスケアプラットフォーム,https://www.healthcare-platform.co.jp/,,,1,,{},18
ヘルスケアアプリ研究所,https://www.healthcare-app.jp/,,,1,,{},18
ヘルスケアデザイン,https://www.healthcare-design.co.jp/,,,1,,{},18
ヘルスケアアナリティクス,https://www.healthcare-analytics.co.jp/,,,1,,{},18
ヘルスケアデータソリューション,https://www.healthcare-datasolutions.co.jp/,,,1,,{},18
ヘルスケアデータセンター,https://www.healthcare-datacenter.co.jp/,,,1,,{},18
ヘルスケアデータAI,https://www.healthcare-dataai.co.jp/,,,1,,{},18
ヘルスケアデータDX,https://www.healthcare-datadx.co.jp/,,,1,,{},18
ヘルスケアデータクラウド,https://www.healthcare-datacloud.co.jp/,,,1,,{},18
ヘルスケアデータリンク,https://www.healthcare-datalink.co.jp/,,,1,,{},18
ヘルスケアデータプロ,https://www.healthcare-datapro.co.jp/,,,1,,{},18
ヘルスケアデータワークス,https://www.healthcare-dataworks.co.jp/,,,1,,{},18
ヘルスケアデータエージェンシー,https://www.healthcare-dataagency.co.jp/,,,1,,{},18
ヘルスケアデータマーケティング,https://www.healthcare-datamarketing.co.jp/,,,1,,{},18
ヘルスケアデータコンサルティング,https://www.healthcare-dataconsulting.co.jp/,,,1,,{},18
ヘルスケアデータラボラトリー,https://www.healthcare-datalab.jp/,,,1,,{},18
ヘルスケアデータAIソリューション,https://www.healthcare-dataai-solutions.co.jp/,,,1,,{},18
ヘルスケアデータDXソリューション,https://www.healthcare-datadx-solutions.co.jp/,,,1,,{},18
ヘルスケアデータAIセンター,https://www.healthcare-dataai-center.co.jp/,,,1,,{},18
ヘルスケアデータDXセンター,https://www.healthcare-datadx-center.co.jp/,,,1,,{},18
ヘルスケアデータAIプラットフォーム,https://www.healthcare-dataai-platform.co.jp/,,,1,,{},18
ヘルスケアデータDXプラットフォーム,https://www.healthcare-datadx-platform.co.jp/,,,1,,{},18
ヘルスケアデータAIラボ,https://www.healthcare-dataai-lab.co.jp/,,,1,,{},18
ヘルスケアデータDXラボ,https://www.healthcare-datadx-lab.co.jp/,,,1,,{},18
ヘルスケアデータAIクラウド,https://www.healthcare-dataai-cloud.co.jp/,,,1,,{},18
ヘルスケアデータDXクラウド,https://www.healthcare-datadx-cloud.co.jp/,,,1,,{},18
ヘルスケアデータAIサービス,https://www.healthcare-dataai-service.co.jp/,,,1,,{},18
ヘルスケアデータDXサービス,https://www.healthcare-datadx-service.co.jp/,,,1,,{},18
ヘルスケアデータAIエンジニアリング,https://www.healthcare-dataai-eng.co.jp/,,,1,,{},18
ヘルスケアデータDXエンジニアリング,https://www.healthcare-datadx-eng.co.jp/,,,1,,{},18
ヘルスケアデータAIソリューションズ,https://www.healthcare-dataai-solutions.jp/,,,1,,{},18
ヘルスケアデータDXソリューションズ,https://www.healthcare-datadx-solutions.jp/,,,1,,{},18
RIZAP,https://www.rizapgroup.com/,,,0,,{},12
ルネサンス,https://www.s-re.jp/,https://www.s-renaissance.co.jp/recruit/,"介護,ヘルスケア",2,介護・福祉,{'介護・福祉': 1},36
ティップネス,https://www.tipness.co.jp/,,,0,,{},12
FiT-EASY,https://fiteasy.jp/,,,0,,{},12
コナミスポーツ,https://www.konami.com/sportsclub/,,,0,,{},12
セントラルスポーツ,https://www.central.co.jp/,https://company.central.co.jp/recruit/,介護,1,介護・福祉,{'介護・福祉': 1},30
東急スポーツオアシス,https://www.sportsoasis.co.jp/,https://www.s-renaissance.co.jp/recruit/,"介護,ヘルスケア",2,介護・福祉,{'介護・福祉': 1},36
スポーツクラブNAS,https://www.nas-club.co.jp/,https://www.nas-club.co.jp/recruit/index.html,介護,1,介護・福祉,{'介護・福祉': 1},30
ジョイフィット,https://joyfit.jp/,https://recruit.jobcan.jp/wellness-frontier/,,0,,{},12
エニタイムフィットネス,https://www.anytimefitness.co.jp/,,,0,,{},12
ゴールドジム,https://www.goldsgym.jp/,https://www.goldsgym.jp/careers,,0,,{},12
メガロス,https://www.megalos.co.jp/,https://www.megalos.co.jp/recruit/,,0,,{},12
カーブス,https://www.curves.co.jp/,https://www.r-curves.com/,,0,,{},12
ホリデイスポーツクラブ,https://www.holiday-sc.jp/,,,0,,{},12
スポーツクラブアクトス,https://sc-actos.co.jp/,,,0,,{},12
スポーツクラブアクトスWill,https://sc-actos.co.jp/will/,,,0,,{},12
スポーツクラブアクトスZERO,https://sc-actos.co.jp/zero/,,,0,,{},12
スポーツクラブアクトスPRO,https://sc-actos.co.jp/pro/,,,0,,{},12
SOMPOホールディングス,https://www.sompo-hd.com/,https://www.sompo-hd.com/recruit/,"介護,ヘルスケア",2,介護・福祉,{'介護・福祉': 1},36
東京海上日動,https://www.tokiomarine-nichido.co.jp/,https://www.tokiomarine-tcs.jp/c/,,0,,{},12
第一生命,https://www.dai-ichi-life.co.jp/,,,0,,{},12
アクサ生命,https://www.axa.co.jp/,https://www.axa.co.jp/recruitment?utm_source=global-navigation&utm_medium=referral&utm_campaign=in_LifeHP,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
住友生命,https://www.sumitomolife.co.jp/,https://www.sumitomolife.co.jp/about/employ/,"医療,診断",2,,{},30
明治安田生命,https://www.meijiyasuda.co.jp/,,,0,,{},12
日本生命,https://www.nissay.co.jp/,,,0,,{},12
オリックス生命,https://www.orixlife.co.jp/,,,0,,{},12
ソニー生命,https://www.sonylife.co.jp/,,,0,,{},12
楽天生命,https://www.rakuten-life.co.jp/,,,0,,{},12
company_name,official_url,,,0,,{},12
エムスリーキャリア,https://www.m3career.com/,https://www.m3career.com/services/service02/,医療,1,,{},24
レバレジーズメディカルケア,https://leverages-medicalcare.jp/,,,1,,{},18
マイナビ医療介護のお仕事,https://iryou.mynavi.jp/,,,1,,{},18
リクルートメディカルキャリア,https://www.recruit-mc.co.jp/,https://www.rgf-hr.com,,1,,{},18
メドフィット,https://www.medfit.co.jp/,https://www.medfit.co.jp/client/,"医療,臨床,看護,介護,検査",5,介護・福祉,{'介護・福祉': 1},81
メディカルジョブセンター,https://www.medicaljobcenter.jp/,,,1,,{},18
メディカルワークス,https://www.medicalworks.co.jp/,,,1,,{},18
メディカルプラネット,https://www.medicalplanet.co.jp/,https://www.medicalplanet.co.jp/recruit,"医療,看護",2,,{},30
メディカルコンシェルジュ,https://www.concier.com/,https://www.concier.com/recruit,介護,1,介護・福祉,{'介護・福祉': 1},30
ナース人材バンク,https://www.nursejinzaibank.com/,,,0,,{},12
ナースではたらこ,https://iryo-de-hatarako.net/,https://iryo-de-hatarako.net/contents/introduction_c01.html,"看護,介護",2,介護・福祉,{'介護・福祉': 1},36
看護roo!,https://www.kango-roo.com/,https://www.kango-roo.com/work/,"医療,患者,看護,診断",4,,{},63
看護のお仕事,https://kango-oshigoto.jp/,https://kango-oshigoto.jp/searchpanel/,看護,1,,{},24
コメディカルドットコム,https://www.co-medical.com/,https://www.co-medical.com/publication_info/,"医療,臨床,看護,介護,検査",5,介護・福祉,{'介護・福祉': 1},81
PTOT人材バンク,https://www.ptotjinzaibank.com/,https://www.jinzaibank.com/employ/inquiry?site_info=rjb&action=webtop_header,"医療,臨床,看護,介護,診断,検査",6,介護・福祉,{'介護・福祉': 1},90
医療ワーカー,https://iryouworker.com/,https://iryouworker.com/search/,"医療,看護,介護,診断",4,介護・福祉,{'介護・福祉': 1},72
メディカルバンク,https://www.medicalbank.co.jp/,,,1,,{},18
ドクターズジョブ,https://www.doctor-sjob.com/,,,0,,{},12
ドクターキャスト,https://www.doctorcast.jp/,https://www.doctorcast.jp/employer/input/,"医療,看護",2,,{},30
ドクタービジョン,https://www.doctor-vision.com/,https://www.doctor-vision.com/kyujin,医療,1,,{},24
ドクターズプライム,https://drsprime.com/,,,0,,{},12
医師転職ドットコム,https://www.dr-10.com/,,,0,,{},12
民間医局,https://www.doctor-agent.com/,https://www.doctor-agent.com/houjin,"医療,介護",2,介護・福祉,{'介護・福祉': 1},36
DtoDコンシェルジュ,https://www.dtod.ne.jp/,https://www.dtod.ne.jp/job/,"医療,患者,検査",3,,{},36
